run_id,phi,meas_phi,regul_phi,OBGNME,H01_1,H01_2,H01_3,H01_4,H01_5,H01_6,H01_7,H01_8,H01_9,H01_10,H02_1,H02_2,H02_3,H02_4,H02_5,H02_6,H02_7,H02_8,H02_9,H02_10
87,3712.65433769023,3712.65433769023,0,3712.65433769023,1,11.648,22.295,32.943,43.591,54.239,64.886,75.534,86.182,96.83,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
88,3908.91356559479,3908.91356559479,0,3908.91356559479,1,11.92,22.841,33.761,44.682,55.602,66.523,77.443,88.364,99.284,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
89,4110.40212557373,4110.40212557373,0,4110.40212557373,1,12.193,23.386,34.58,45.773,56.966,68.159,79.352,90.545,101.739,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
90,4316.88525206513,4316.88525206513,0,4316.88525206513,1,12.466,23.932,35.398,46.864,58.33,69.795,81.261,92.727,104.193,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
91,4528.31187595151,4528.31187595151,0,4528.31187595151,1,12.739,24.477,36.216,47.955,59.693,71.432,83.17,94.909,106.648,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
92,4744.91004242825,4744.91004242825,0,4744.91004242825,1,13.011,25.023,37.034,49.045,61.057,73.068,85.08,97.091,109.102,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
93,4966.44624761547,4966.44624761547,0,4966.44624761547,1,13.284,25.568,37.852,50.136,62.42,74.705,86.989,99.273,111.557,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
94,5193.15944662073,5193.15944662073,0,5193.15944662073,1,13.557,26.114,38.67,51.227,63.784,76.341,88.898,101.455,114.011,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
95,5425.0073022616,5425.0073022616,0,5425.0073022616,1,13.83,26.659,39.489,52.318,65.148,77.977,90.807,103.636,116.466,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
96,5661.7108730463,5661.7108730463,0,5661.7108730463,1,14.102,27.205,40.307,53.409,66.511,79.614,92.716,105.818,118.92,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
97,5903.59962103693,5903.59962103693,0,5903.59962103693,1,14.375,27.75,41.125,54.5,67.875,81.25,94.625,108,121.375,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
98,6150.54725080797,6150.54725080797,0,6150.54725080797,1,14.648,28.295,41.943,55.591,69.239,82.886,96.534,110.182,123.83,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
99,6402.41656129209,6402.41656129209,0,6402.41656129209,1,14.92,28.841,42.761,56.682,70.602,84.523,98.443,112.364,126.284,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
100,3.1275262436,3.1275262436,0,3.1275262436,1,1.386,1.772,2.157,2.543,2.929,3.315,3.701,4.087,4.472,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
101,5.88129626758535,5.88129626758535,0,5.88129626758535,1,1.575,2.15,2.724,3.299,3.874,4.449,5.024,5.598,6.173,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
102,11.4539267227018,11.4539267227018,0,11.4539267227018,1,1.764,2.528,3.291,4.055,4.819,5.583,6.346,7.11,7.874,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
103,19.6417364515669,19.6417364515669,0,19.6417364515669,1,1.953,2.906,3.858,4.811,5.764,6.717,7.669,8.622,9.575,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
104,30.3628737696531,30.3628737696531,0,30.3628737696531,1,2.142,3.283,4.425,5.567,6.709,7.85,8.992,10.134,11.276,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
105,43.5774240814242,43.5774240814242,0,43.5774240814242,1,2.331,3.661,4.992,6.323,7.654,8.984,10.315,11.646,12.976,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
106,59.2502240649662,59.2502240649662,0,59.2502240649662,1,2.52,4.039,5.559,7.079,8.598,10.118,11.638,13.157,14.677,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
107,77.3926368534319,77.3926368534319,0,77.3926368534319,1,2.709,4.417,6.126,7.835,9.543,11.252,12.961,14.669,16.378,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
